№ п/п;Штрих-код партии;Наименование товара;Поставщик;Дата приходного документа;Номер приходного документа;Дата накладной;Номер накладной;Кол-во;Сумма в закупочных ценах без НДС;Ставка НДС поставщика;Сумма НДС;Сумма в закупочных ценах с НДС
4258;2,01154E+11;Товар_5510;НПО «Соколова»;25.07.2021;6268148.343108183;21.08.2021;nn-386/15;9.864892916;29.86;20.0;май.94;32.89
1100;2,00955E+11;Товар_1268;НПО «Никонов, Галкина и Зуева»;24.02.2021;4769289.422674839;22.04.2021;nn-387/15;2.3012853;407.65;20.0;30.май;456.55
647;2,0084E+11;Товар_2112;ГВСУ по специальным объектам;08.05.2021;3056629.172293476;14.06.2021;nn-388/15;0.459749242;904.25;20.0;186.15;1057.21
1845;2,00725E+11;Товар_1071;РАО «Якушев, Игнатов и Прохорова»;30.10.2021;2242407.829515887;27.09.2021;nn-389/15;0.632382866;778.73;10.0;55.14;858.69
3315;2,01055E+11;Товар_1192;АО «Беспалова»;01.11.2021;3919351.781200611;21.11.2021;nn-390/15;5.398294536;236.33;10.0;21.86;252.33
2577;2,0107E+11;Товар_3387;АО «Бирюков»;19.02.2021;3948634.911497669;14.02.2021;nn-391/15;3.647184014;300.3;;35.42;340.32
4561;2,01102E+11;Товар_3560;АО «Козлова-Жуков»;26.09.2021;3896945.903329725;17.10.2021;nn-392/15;23.752337025;1384.47;10.0;81.75;1516.71
2761;2,01354E+11;Товар_4295;ЗАО «Соболев Силина»;12.02.2021;8938469.76360007;20.06.2021;nn-393/15;7.486364246;13.76;10.0;фев.58;15.июн
374;2,00214E+11;Товар_85;НК Дулисьма;12.07.2021;2000067.5843940512;24.05.2021;nn-394/15;0.10794987;1112.35;10.0;113.32;1263.1
948;2,00594E+11;Товар_3513;АО «Белов Гордеев»;02.07.2021;2379146.8384886445;11.06.2021;nn-395/15;0.532797965;47.31;10.0;17.ноя;51.86
1043;2,01212E+11;Товар_1311;ДОМ.РФ;28.06.2021;8026819.088814132;07.07.2021;nn-396/15;0.29901674;187.15;10.0;июл.17;191.16
3104;2,00646E+11;Товар_2057;Русэнергосбыт;06.10.2021;2200489.15776071;08.09.2021;nn-397/15;0.559454434;789.02;10.0;79.77;854.26
1019;2,01589E+11;Товар_4990;ИП «Галкина Елисеева»;07.07.2021;16000840.8;27.08.2021;nn-398/15;1.555621278;530.58;10.0;47.59;577.66
1861;2,01517E+11;Товар_3816;НПО «Куликов, Вишнякова и Жданова»;18.08.2021;13982307.19675582;14.09.2021;nn-399/15;0.245188438;81.6;10.0;дек.72;90.34
3142;2,00621E+11;Товар_793;АО «Морозова Дроздова»;24.10.2021;2170610.596963305;08.10.2021;nn-400/15;0.599503392;924.76;20.0;58.82;1036.59
3437;2,01032E+11;Товар_4293;АО «Соболева-Воронцова»;13.04.2021;6681685.037166301;25.04.2021;nn-401/15;1.689658382;285.79;10.0;61.04;327.02
4224;2,01574E+11;Товар_3166;ИП «Веселова-Жданова»;27.08.2021;16000840.8;05.07.2021;nn-402/15;3.493802293;1017.11;20.0;177.31;1185.47
1189;2,01099E+11;Товар_3453;ООО «Сергеева»;30.09.2021;5619626.170819989;25.08.2021;nn-403/15;0.171072758;705.31;10.0;121.72;803.02
4103;2,00379E+11;Товар_1697;АО «Тихонова Воробьева»;28.11.2021;2027541.1577779728;12.11.2021;nn-404/15;2.398134091;126.84;20.0;июл.85;135.45
4491;2,00421E+11;Товар_2349;Лихачева Инк;23.08.2021;2023601.642186592;26.08.2021;nn-405/15;4.47403148;20.98;20.0;фев.68;22.июл
4757;2,00402E+11;Товар_5455;ОАО «Самойлов Пономарев»;23.01.2021;2153242.8062281567;28.05.2021;nn-406/15;6.997058777;308.78;10.0;108.54;356.13
1845;2,00446E+11;Товар_3887;РАО «Лыткина Антонов»;06.07.2021;2030440.1175927788;27.09.2021;nn-407/15;1.017114669;67.88;10.0;апр.34;71.31
1232;2,00148E+11;Товар_415;ИП «Горбачева, Князев и Кузьмина»;04.10.2021;2000031.494366989;22.08.2021;nn-408/15;2.747538874;455.09;20.0;45.48;514.46
687;2,00331E+11;Товар_1396;ОАО «Власова»;12.06.2021;2001317.9275749472;15.05.2021;nn-409/15;0.58765683;852.12;10.0;68.94;950.61
1414;2,00919E+11;Товар_1920;ООО «Виноградов»;19.08.2020;2937816.181053033;27.10.2020;nn-410/15;2.753257025;233.33;20.0;июн.61;260.46
3419;2,01423E+11;Товар_3256;ООО «Доронин-Селезнева»;29.01.2021;13795187.019220216;21.01.2021;nn-411/15;3.7029179;дек.37;10.0;09.апр;14.75
3977;2,00149E+11;Товар_3260;Бобылева Лтд;27.10.2021;2000050.8045389703;01.11.2021;nn-412/15;8.79394128;306.73;10.0;13.53;325.14
2715;2,00627E+11;Товар_2130;НПО «Евсеева»;23.08.2021;2428820.148332451;25.08.2021;nn-413/15;2.578622758;64.49;10.0;0.33;67.04
2379;2,00109E+11;Товар_2088;Российская электроника;01.10.2021;2000010.0059217336;30.09.2021;nn-414/15;0.789309896;106.18;20.0;май.97;119.48
3759;2,0095E+11;Товар_4935;РАО «Фомин, Кабанов и Гордеев»;16.03.2021;4200001.409842738;14.01.2021;nn-415/15;2.46405564;659.98;10.0;34.74;729.89
1485;2,00768E+11;Товар_1946;ЗАО «Аксенова-Смирнов»;02.08.2021;2297868.388576246;06.08.2021;nn-416/15;0.149544862;1424.92;10.0;155.89;1585.72
1022;2,00726E+11;Товар_1507;НПО «Гусева-Горбунова»;26.08.2021;2634997.9124111817;06.08.2021;nn-417/15;0.080359454;46.81;10.0;19.45;52.88
2002;2,00938E+11;Товар_1727;Пепсико холдингс;30.03.2021;3244536.8314047707;16.05.2021;nn-418/15;0.773540436;550.55;10.0;71.57;616.94
2728;2,01468E+11;Товар_2156;ОАО «Бирюкова Харитонов»;15.10.2020;15233101.62811282;16.01.2021;nn-419/15;6.116587242;555.38;20.0;37.99;621.25
1109;2,00793E+11;Товар_2142;ЗАО «Матвеев»;16.12.2020;3105123.4107981045;25.05.2021;nn-420/15;0.597769655;503.36;10.0;62.02;565.36
3099;2,00638E+11;Товар_4806;ООО «Голубев Александрова»;28.07.2021;2318369.2397545767;05.06.2021;nn-421/15;1.871831336;153.96;10.0;27.47;173.74
4547;2,00847E+11;Товар_2616;ОАО «Морозов Евсеев»;07.08.2021;3679892.59952486;29.07.2021;nn-422/15;10.306422226;145.66;20.0;июл.14;161.14
3082;2,01095E+11;Товар_1410;РАО «Николаева-Петрова»;12.10.2021;4643123.511127386;26.09.2021;nn-423/15;3.627348027;468.0;10.0;авг.88;481.94
1225;2,00947E+11;Товар_3562;РАО «Пахомов Симонова»;02.11.2021;2673050.520781709;03.11.2021;nn-424/15;0.301214555;818.15;10.0;238.32;978.46
2294;2,00522E+11;Товар_85;Арконик СМЗ;02.08.2021;2375055.732407078;13.08.2021;nn-425/15;2.71861016;834.24;10.0;44.25;897.51
2343;2,0154E+11;Товар_3017;АО «Федорова»;20.05.2021;16000840.8;19.06.2021;nn-426/15;0.678057486;50.57;10.0;фев.27;50.99
1313;2,0153E+11;Товар_1741;РАО «Богданов-Савельева»;11.08.2020;16000840.8;23.03.2021;nn-427/15;0.563761316;75.15;10.0;июн.17;80.53
523;2,00128E+11;Товар_561;ИП «Орехова»;22.05.2021;2000010.4429789176;02.07.2021;nn-428/15;1.069972977;402.59;10.0;60.79;446.97
4563;2,01168E+11;Товар_3951;ОАО «Фомина-Бобылева»;10.05.2021;7065546.66804517;06.07.2021;nn-429/15;9.562313572;329.37;10.0;68.0;381.5
761;2,00486E+11;Товар_1871;ОАО «Савина-Симонов»;31.08.2021;2200174.9639811707;14.08.2021;nn-430/15;0.140582631;997.73;10.0;86.61;1129.46
1055;2,00897E+11;Товар_2105;ООО «Русакова-Комиссаров»;21.11.2021;2962612.8218989074;24.11.2021;nn-431/15;0.04519897;20.99;10.0;40.49;27.54
204;2,00184E+11;Товар_423;ЗАО «Зуева»;18.09.2021;2000161.8683694615;09.10.2021;nn-432/15;0.040819807;18.июн;10.0;19.88;22.48
2495;2,00573E+11;Товар_2572;ВГТРК;08.11.2021;2123744.355078296;24.10.2021;nn-433/15;6.530268948;648.0;10.0;73.63;724.64
1834;2,01381E+11;Товар_2766;НПО «Ширяева»;14.11.2021;8464227.545384133;27.10.2021;nn-434/15;1.857555133;36.17;20.0;125.07;49.47
4235;2,01081E+11;Товар_4272;Зайцева Инк;28.11.2021;3892348.462095026;22.11.2021;nn-435/15;2.018225595;50.34;20.0;52.75;65.33
3578;2,00699E+11;Товар_1774;ЗАО «Белоусов Титова»;07.06.2021;2132531.8919745204;20.03.2021;nn-436/15;29.731084572;1062.29;10.0;78.79;1187.55
2752;2,00998E+11;Товар_1288;Новиков Лимитед;13.08.2021;4220453.464098584;16.07.2021;nn-437/15;0.282712139;41.66;10.0;апр.48;45.04
490;2,00345E+11;Товар_1870;Мамонтова и партнеры;27.08.2021;2016323.1269956755;21.08.2021;nn-438/15;0.048845567;354.57;10.0;51.34;403.74
734;2,00374E+11;Товар_257;НПО «Воробьева, Семенов и Третьякова»;09.08.2021;2012075.266165333;05.06.2021;nn-439/15;0.102235899;227.89;10.0;18.87;250.38
574;2,00172E+11;Товар_36;Ширяева Групп;27.10.2020;2000253.9224598515;04.12.2020;nn-440/15;0.072320317;321.37;10.0;40.12;352.55
3523;2,01119E+11;Товар_4340;Inventive Retail Group;16.06.2021;5514905.174311207;04.08.2021;nn-441/15;0.23356905;547.72;10.0;15.фев;581.39
2569;2,00975E+11;Товар_2273;ОАО «Зыкова Фомичева»;10.02.2021;4639639.313966339;18.04.2021;nn-442/15;2.924676325;1225.09;20.0;27.57;1357.89
4961;2,01048E+11;Товар_5875;ИП «Горбачев, Киселева и Тарасова»;01.10.2021;6019713.473432967;21.09.2021;nn-443/15;11.576577474;127.4;10.0;20.88;143.55
709;2,01346E+11;Товар_2902;АО «Веселов, Громова и Некрасова»;09.02.2021;11692902.501033206;27.03.2021;nn-444/15;1.075310486;1221.96;10.0;74.77;1380.7
1433;2,00325E+11;Товар_64;ЗАО «Муравьева-Устинова»;26.07.2021;2017536.7824896087;23.06.2021;nn-445/15;1.309973138;3932.47;10.0;254.58;4392.69
3026;2,00245E+11;Товар_4504;Неофарм;25.10.2021;2000486.0485930308;22.09.2021;nn-446/15;0.427055507;179.83;10.0;23.83;203.36
1339;2,00266E+11;Товар_2640;Жданова Групп;25.07.2021;2001285.1157345653;18.05.2021;nn-447/15;4.015550634;43.21;10.0;25.92;49.76
2164;2,01092E+11;Товар_2253;Рено Россия (Renault);20.09.2021;4688995.051445786;25.09.2021;nn-448/15;4.420460771;637.27;10.0;66.33;723.18
4934;2,00505E+11;Товар_3262;ООО «Уваров»;27.04.2021;2085434.8592674693;22.05.2021;nn-449/15;11.751254023;263.92;20.0;99.42;319.75
4395;2,00473E+11;Товар_4008;ИП «Морозова Волкова»;02.03.2021;2070063.423523628;16.02.2021;nn-450/15;4.284839;378.29;10.0;окт.46;411.83
2640;2,00456E+11;Товар_1703;ОАО «Егоров, Гущин и Полякова»;03.09.2021;2020481.191695358;13.08.2021;nn-451/15;4.695004596;ноя.15;20.0;0.32;дек.52
4228;2,00941E+11;Товар_5002;ООО «Мясникова»;21.08.2021;3862705.220610032;10.07.2021;nn-452/15;2.851335431;470.82;10.0;25.май;518.35
2886;2,01031E+11;Товар_1799;АО «Устинов»;21.07.2021;4131210.717893456;08.08.2021;nn-453/15;0.317646709;57.05;10.0;окт.92;62.46
4523;2,0093E+11;Товар_4575;Урало-Сибирская металлургическая компания;08.02.2021;4525144.520513836;27.05.2021;nn-454/15;5.595660173;694.77;10.0;68.45;790.28
868;2,01056E+11;Товар_3735;ОАО «Симонова Громов»;14.07.2021;2805584.154507958;30.06.2021;nn-455/15;1.719448345;519.77;20.0;май.24;555.57
4543;2,00799E+11;Товар_1244;ИП «Савельева, Ефимов и Михеев»;29.08.2021;2532954.0008307165;04.08.2021;nn-456/15;0.761521965;68.63;10.0;05.май;68.42
545;2,00867E+11;Товар_1400;ИП «Кудрявцева»;05.09.2021;2679445.3074422004;01.09.2021;nn-457/15;0.091532177;939.6;10.0;174.7;1075.11
1670;2,00165E+11;Товар_135;ЗАО «Носова»;08.10.2021;2000034.607867508;07.09.2021;nn-458/15;0.628811245;491.76;10.0;110.53;577.8
835;2,00212E+11;Товар_2437;НПО «Смирнов-Самойлов»;10.11.2021;2000434.552205925;05.11.2021;nn-459/15;0.790035695;14.39;20.0;32.21;19.22
2643;2,01255E+11;Товар_2803;ЗАО «Артемьева, Королева и Доронин»;01.10.2021;6877757.335918699;22.07.2021;nn-460/15;2.384623731;1106.03;10.0;140.41;1226.11
1087;2,00169E+11;Товар_1818;ИП «Романова-Князева»;06.07.2021;2000360.8451891693;11.09.2021;nn-461/15;0.06880899;22.25;10.0;янв.52;23.83
4298;2,01207E+11;Товар_5326;ИП «Яковлева»;15.06.2021;6245344.559254218;03.09.2021;nn-462/15;2.202900163;66.0;10.0;июн.65;71.41
4913;2,01211E+11;Товар_5211;АО «Жданов»;12.10.2021;7765195.907872218;23.10.2021;nn-463/15;8.403980799;678.89;10.0;103.17;756.62
3987;2,00157E+11;Товар_2114;Артемьева и партнеры;06.09.2021;2000074.6243001248;28.07.2021;nn-464/15;0.325955665;909.07;20.0;49.03;1007.14
1994;2,01197E+11;Товар_3086;Зайцев Инк;11.03.2021;8649221.710716354;26.04.2021;nn-465/15;1.24393097;905.52;10.0;41.99;980.11
1219;2,00953E+11;Товар_1105;En +;02.12.2021;2756761.8100642245;02.12.2021;nn-466/15;3.120553129;594.35;10.0;91.84;681.71
1765;2,00882E+11;Товар_2835;АО «Панов»;17.07.2021;3318032.9089094894;01.03.2021;nn-467/15;0.094329777;500.49;10.0;34.04;559.37
2332;2,00253E+11;Товар_4390;Ростелеком;06.07.2021;2000502.8330642795;28.06.2021;nn-468/15;4.144889488;107.97;10.0;19.23;117.09
2361;2,00856E+11;Товар_2515;ЗАО «Гаврилова»;09.10.2021;3667583.341621585;03.10.2021;nn-469/15;1.179847897;663.26;20.0;68.76;749.87
1885;2,01339E+11;Товар_2947;КДВ Групп;09.08.2021;10072770.03350385;12.04.2021;nn-470/15;2.590684686;71.87;10.0;13.16;83.73
3313;2,00469E+11;Товар_4609;АО «Ермакова»;24.08.2021;2056033.5388732569;26.06.2021;nn-471/15;3.699378106;357.39;10.0;52.13;405.56
1277;2,00322E+11;Товар_949;ЗАО «Королев»;11.07.2021;2001557.166730367;13.07.2021;nn-472/15;2.905145408;919.58;10.0;158.81;1047.04
4661;2,00716E+11;Товар_2369;Ларионова Инкорпорэйтед;23.11.2021;2715549.210765965;04.12.2021;nn-473/15;3.097802011;532.16;10.0;34.12;587.75
2181;2,00371E+11;Товар_2466;Рожкова Лтд;22.11.2021;2002604.893019438;30.10.2021;nn-474/15;0.639753875;290.12;20.0;34.24;332.8
4677;2,00109E+11;Товар_1202;ОАО «Гришин»;18.09.2021;2000011.5377599008;05.09.2021;nn-475/15;12.683034046;73.26;20.0;23.58;86.86
931;2,01339E+11;Товар_3678;Емельянов Инк;29.11.2021;6542398.015466616;20.11.2021;nn-476/15;1.954173599;199.03;10.0;22.55;210.46
2686;2,00809E+11;Товар_1785;РАО «Дроздов, Дроздова и Сергеев»;18.07.2021;2479815.220149096;18.04.2021;nn-477/15;1.159225563;884.66;10.0;137.27;1012.24
3641;2,01103E+11;Товар_4188;АО «Крюкова, Евдокимова и Якушев»;22.08.2021;3734091.759497156;01.09.2021;nn-478/15;3.12521433;460.43;20.0;15.0;506.14
1871;2,00349E+11;Товар_1044;Тетерина Лимитед;27.05.2021;2010471.9867975337;19.05.2021;nn-479/15;1.119240943;998.97;10.0;76.76;1118.17
4992;2,01459E+11;Товар_3830;НПО «Ситников, Мухин и Терентьев»;02.07.2021;14772542.083486214;04.06.2021;nn-480/15;13.798738387;447.08;10.0;94.26;503.55
815;2,00811E+11;Товар_2452;Миронов Групп;13.04.2021;2781248.2350055315;24.03.2021;nn-481/15;3.461275079;183.85;10.0;май.45;197.77
1801;2,01441E+11;Товар_3514;ООО «Беляева Полякова»;15.09.2021;13302643.70336265;11.09.2021;nn-482/15;1.294478503;196.22;10.0;51.46;233.6
1075;2,00456E+11;Товар_2842;Комиссаров Инк;06.06.2021;2047180.1635852016;19.07.2021;nn-483/15;0.733306626;203.04;;12.фев;233.96
1037;2,01558E+11;Товар_2571;Рогова Лтд;29.09.2021;16000840.8;23.09.2021;nn-484/15;0.193253234;162.75;10.0;18.64;180.71
4555;2,00546E+11;Товар_5478;ОАО «Никонова, Бобылев и Суханова»;14.10.2021;2097221.409724268;20.10.2021;nn-485/15;8.208527101;60.63;10.0;42.66;72.94
2996;2,01526E+11;Товар_4945;ОАО «Жданов»;02.10.2021;16000840.8;11.10.2021;nn-486/15;5.505586021;220.85;20.0;12.мар;245.73
249;2,00926E+11;Товар_2052;АФК Система;09.12.2020;4851122.905837649;27.09.2020;nn-487/15;0.040207057;53.51;10.0;14.97;62.51
399;2,00213E+11;Товар_1642;ЗАО «Мельников»;24.03.2021;2000937.2511169652;15.02.2021;nn-488/15;2.624616278;319.65;20.0;16.77;354.87
163;2,00482E+11;Товар_2;Колобова Групп;16.08.2021;2130407.466222261;14.06.2021;nn-489/15;0.051348935;575.06;10.0;80.65;650.22
2055;2,01415E+11;Товар_4154;ООО «Красильников»;19.08.2021;13327578.375895675;25.09.2021;nn-490/15;1.046130845;83.44;10.0;36.07;93.16
3094;2,0131E+11;Товар_1554;ИП «Лыткина-Зиновьева»;08.06.2021;9132172.774228506;08.07.2021;nn-491/15;8.05950354;16.36;20.0;фев.75;19.82
2616;2,01151E+11;Товар_5073;РАО «Соколов»;10.08.2021;4616055.245584401;03.07.2021;nn-492/15;1.497711775;447.05;20.0;29.26;511.2
100;2,00547E+11;Товар_1442;ЗАО «Маслов Брагина»;24.03.2021;2309545.6841524644;15.01.2021;nn-493/15;0.089715612;63.32;20.0;мар.76;69.23
3363;2,00534E+11;Товар_2217;Ильина Групп;31.12.2020;2168511.061930216;05.01.2021;nn-494/15;7.218779116;42.86;20.0;14.май;53.65
1701;2,00239E+11;Товар_707;ЗАО «Евсеев, Брагина и Игнатьев»;17.06.2021;2002091.8677447108;18.05.2021;nn-495/15;0.638446651;129.83;10.0;32.64;142.79
471;2,00297E+11;Товар_380;РАО «Цветкова-Ефремов»;07.01.2021;2012395.9429472515;13.04.2021;nn-496/15;0.853326526;63.88;20.0;13.44;73.59
3529;2,00779E+11;Товар_2308;ФК Гранд Капитал;13.09.2021;2189885.302065728;14.10.2021;nn-497/15;0.401054177;703.52;20.0;49.5;794.01
3646;2,0011E+11;Товар_1539;Первый завод;30.08.2021;2000010.0057861416;16.09.2021;nn-498/15;6.578463271;294.56;10.0;49.33;340.14
1912;2,00585E+11;Товар_1423;ЗАО «Белоусова»;16.10.2021;2076316.2539256243;14.10.2021;nn-499/15;0.812100713;644.62;10.0;116.87;722.36
2077;2,00125E+11;Товар_1857;Афанасьев Инкорпорэйтед;12.09.2021;2000010.549080519;25.09.2021;nn-500/15;1.737281225;325.05;10.0;41.82;359.16
838;2,00228E+11;Товар_1553;НПО «Назаров, Мельников и Смирнова»;15.10.2021;2000400.7888218984;09.10.2021;nn-501/15;3.34948635;1170.21;10.0;104.46;1312.74
874;2,00514E+11;Товар_1511;ИП «Логинова»;17.07.2021;2176469.127415244;08.08.2021;nn-502/15;0.304350599;175.54;10.0;июн.39;184.7
2751;2,01404E+11;Товар_5076;РАО «Козлова, Бобылев и Рыбаков»;22.09.2021;9832489.408117369;28.10.2021;nn-503/15;2.806919384;137.85;;14.янв;158.03
2605;2,00981E+11;Товар_4873;РАО «Шубина Фадеев»;02.10.2021;4683300.1134857;14.08.2021;nn-504/15;0.266600726;360.18;10.0;38.33;398.08
3437;2,00441E+11;Товар_1774;ООО «Пестов»;17.08.2021;2217776.773289443;27.08.2021;nn-505/15;0.296551251;92.54;10.0;18.92;99.24
3382;2,009E+11;Товар_5113;Несте Санкт-Петербург (Neste);22.06.2021;3352303.8083596826;17.06.2021;nn-506/15;8.413157724;1037.71;10.0;110.18;1160.86
4019;2,01104E+11;Товар_1707;АО «Сазонова-Филатов»;10.08.2021;3616977.480923436;31.08.2021;nn-507/15;7.777522433;448.65;10.0;40.52;487.49
2316;2,01189E+11;Товар_3293;Фармстандарт;29.11.2020;5858633.176570396;06.05.2021;nn-508/15;0.065060238;22.янв;20.0;0.57;23.97
1326;2,00619E+11;Товар_2372;Астеллас Фарма;07.08.2021;2382300.891137355;16.07.2021;nn-509/15;0.04990875;1588.28;10.0;192.35;1802.24
3999;2,00979E+11;Товар_3486;Башкирская содовая компания;22.05.2021;4305990.411362809;27.08.2021;nn-510/15;8.605878472;35.24;10.0;12.авг;36.66
796;2,0012E+11;Товар_1044;ФМСМ (PMI);18.10.2021;2000010.3012489525;28.09.2021;nn-511/15;6.993974588;874.49;10.0;112.71;985.12
1667;2,00386E+11;Товар_302;РАО «Прохоров, Пестова и Баранова»;05.08.2021;2052318.903159302;29.07.2021;nn-512/15;0.207732398;169.1;10.0;21.38;192.06
3041;2,00393E+11;Товар_4026;ОАО «Рогов»;03.03.2021;2013738.353122671;02.05.2021;nn-513/15;2.661321931;35.76;10.0;май.19;40.11
2386;2,00206E+11;Товар_109;ИП «Быкова-Лихачев»;30.10.2021;2001679.8268165772;06.11.2021;nn-514/15;0.06216718;1148.24;20.0;119.05;1282.38
3675;2,00347E+11;Товар_1931;ОАО «Большаков Романова»;29.12.2020;2002394.06944399;23.04.2021;nn-515/15;0.836023686;1815.94;10.0;60.57;1996.7
246;2,01002E+11;Товар_1328;ПСМА Рус;27.07.2021;2599323.9555463823;10.07.2021;nn-516/15;0.060657027;27.июн;;0.98;28.33
3291;2,00429E+11;Товар_4606;Блинова Инкорпорэйтед;03.10.2021;2014318.0884022412;08.09.2021;nn-517/15;0.067704601;127.28;10.0;20.52;141.97
1993;2,00956E+11;Товар_2461;ИП «Анисимова-Федотова»;19.10.2021;3221645.952858013;01.10.2021;nn-518/15;3.903025914;917.03;10.0;35.42;1017.8
652;2,00665E+11;Товар_1100;РАО «Колобов»;28.08.2021;2516999.386707031;02.07.2021;nn-519/15;0.052700858;139.48;10.0;23.45;156.38
3091;2,00168E+11;Товар_459;ООО «Селезнева-Шашков»;29.10.2021;2000070.4286708897;04.10.2021;nn-520/15;7.441168346;259.8;10.0;21.май;283.99
1254;2,00305E+11;Товар_239;РАО «Морозова-Турова»;27.10.2020;2009662.4528076276;21.10.2020;nn-521/15;2.877587933;773.26;10.0;95.29;876.7
4947;2,00551E+11;Товар_1913;АО «Филатова»;22.11.2021;2130376.3753800844;21.11.2021;nn-522/15;7.643499163;1821.07;10.0;81.5;2021.44
4996;2,00107E+11;Товар_3527;ИП «Гуляев»;25.10.2021;2000010.0153366765;24.10.2021;nn-523/15;24.76682602;2539.69;10.0;140.68;2796.57
3070;2,00863E+11;Товар_2279;Мамонтов Групп;05.05.2021;3304715.0551731507;19.07.2021;nn-524/15;4.25536843;1146.49;10.0;224.3;1336.77
3020;2,00634E+11;Товар_2656;Пономарева Лимитед;08.08.2021;2091370.0406783551;09.09.2021;nn-525/15;0.636665441;431.74;10.0;янв.67;452.78
4254;2,00541E+11;Товар_4608;ОАО «Русаков-Рожкова»;24.09.2021;2046109.0975951748;05.10.2021;nn-526/15;17.382414222;473.45;10.0;67.6;539.22
4032;2,00129E+11;Товар_611;Катрен;21.11.2021;2000010.2275225;28.11.2021;nn-527/15;3.784949502;1388.42;10.0;107.37;1536.8
3613;2,00171E+11;Товар_2659;ИП «Лыткин, Ковалев и Ларионова»;04.04.2021;2000305.6382818087;09.05.2021;nn-528/15;8.701419333;1003.57;10.0;98.88;1113.16
1674;2,00383E+11;Товар_1623;Панова Лтд;31.03.2021;2020528.174060969;22.05.2021;nn-529/15;5.346986254;468.4;10.0;37.04;540.12
157;2,00496E+11;Товар_1387;Макдоналдc (McDonald`s);10.08.2021;2089832.110399249;20.08.2021;nn-530/15;0.090281322;530.42;10.0;71.36;595.25
4470;2,00445E+11;Товар_1406;НПК Уралвагонзавод;05.11.2021;2016129.7694923;14.11.2021;nn-531/15;4.287561811;780.77;10.0;275.13;912.71
2588;2,00841E+11;Товар_126;ОАО «Евдокимов, Костина и Пахомова»;23.09.2021;2751890.421047888;09.10.2021;nn-532/15;0.066476355;314.81;10.0;43.28;346.02
1712;2,01073E+11;Товар_2840;Кузбасская топливная компания;11.08.2021;3342769.4206651067;31.08.2021;nn-533/15;1.186478316;591.89;10.0;60.92;639.03
307;2,0133E+11;Товар_1905;НПО «Носкова, Смирнова и Данилов»;23.03.2021;10752917.151325287;03.04.2021;nn-534/15;0.110167186;180.23;10.0;80.53;207.69
4544;2,00923E+11;Товар_2214;ИП «Евсеева Блинова»;21.11.2021;3578734.6955576697;25.11.2021;nn-535/15;2.914327295;401.71;10.0;99.08;450.47
809;2,00218E+11;Товар_195;ОАО «Богданов-Ситникова»;05.11.2021;2000367.614712506;15.10.2021;nn-536/15;0.169043054;190.77;20.0;28.98;220.32
3573;2,01272E+11;Товар_4851;АО «Молчанов-Шарапов»;06.07.2021;10439458.527417284;15.07.2021;nn-537/15;3.672731435;238.87;10.0;13.59;251.84
301;2,00846E+11;Товар_369;Стрелков Инк;21.01.2021;3803666.832260712;08.11.2020;nn-538/15;0.183538175;305.82;10.0;78.76;358.95
884;2,00908E+11;Товар_529;АО «Зиновьева»;16.09.2021;2735294.984698377;29.07.2021;nn-539/15;0.729483003;102.28;10.0;май.53;103.88
2331;2,00959E+11;Товар_2310;АО «Кулагин»;24.01.2021;3126482.086590141;01.07.2021;nn-540/15;0.998666258;317.92;10.0;27.94;339.32
2299;2,00352E+11;Товар_868;ЗАО «Зиновьев Королева»;04.05.2021;2026685.7591820776;09.07.2021;nn-541/15;3.424147002;634.42;10.0;41.65;696.86
583;2,00466E+11;Товар_640;ОАО «Мамонтов Гуляева»;26.08.2021;2026669.718479428;10.10.2021;nn-542/15;0.158375109;137.1;20.0;86.72;173.12
2599;2,00653E+11;Товар_3148;Омега Групп;01.08.2021;2168928.9674520744;06.10.2021;nn-543/15;3.677869635;647.15;10.0;136.35;752.17
1324;2,01152E+11;Товар_1595;ОАО «Попов Шарова»;26.07.2021;7468749.401840317;12.08.2021;nn-544/15;1.383058427;1343.99;10.0;127.15;1513.66
1157;2,00677E+11;Товар_2590;Лаврентьев Лимитед;13.09.2021;2402291.9053148823;23.09.2021;nn-545/15;0.106356299;376.25;10.0;48.78;416.78
495;2,00727E+11;Товар_468;Дорофеев и партнеры;13.10.2021;2280274.6076070303;14.10.2021;nn-546/15;0.386260116;118.24;10.0;78.84;136.68
1188;2,0024E+11;Товар_604;АО «Панфилов Савин»;30.12.2020;2011975.4266529009;06.03.2021;nn-547/15;1.285385458;500.52;10.0;47.02;547.86
1445;2,00227E+11;Товар_27;РАО «Александров Харитонова»;20.08.2021;2000859.5635992903;20.06.2021;nn-548/15;8.389659631;1994.54;20.0;126.92;2208.37
83;2,00438E+11;Товар_275;ИП «Кошелев-Архипова»;15.07.2021;2012651.2068759943;20.07.2021;nn-549/15;1.000512437;222.84;10.0;30.13;248.67
1800;2,00467E+11;Товар_355;Мосводоканал;20.05.2021;2022725.4896560984;28.07.2021;nn-550/15;7.599136991;1312.84;10.0;198.66;1468.64
2290;2,00659E+11;Товар_4821;НПО «Кабанов, Лукин и Сазонов»;02.10.2021;2106745.5604610574;06.09.2021;nn-551/15;1.752330867;1015.57;20.0;46.38;1118.48
2265;2,01563E+11;Товар_3646;АО «Чернова-Федосеев»;25.02.2021;16000840.8;06.06.2021;nn-552/15;0.673067154;95.74;;17.фев;119.93
