№ п/п;Штрих-код партии;Наименование товара;Поставщик;Дата приходного документа;Номер приходного документа;Дата накладной;Номер накладной;Кол-во;Сумма в закупочных ценах без НДС;Ставка НДС поставщика;Сумма НДС;Сумма в закупочных ценах с НДС
3916;2,00434E+11;Товар_1122;ООО «Тимофеева Савин»;06.11.2021;2015326.7834995885;02.11.2021;nn-513/15;1.448844609;282.99;10.0;22.81;301.25
2531;2,01352E+11;Товар_3023;Тева (Teva);23.04.2021;9999715.465593176;15.05.2021;nn-514/15;4.66890058;70.04;20.0;сен.88;82.55
4793;2,00372E+11;Товар_5324;НПО «Лаврентьев, Кононов и Колесников»;25.09.2021;2011718.252992094;04.10.2021;nn-515/15;2.662312336;242.47;10.0;окт.98;271.12
1175;2,00236E+11;Товар_1969;Комос Групп;02.05.2021;2001002.5438579288;29.05.2021;nn-516/15;0.736630598;213.43;10.0;21.99;235.03
4882;2,00226E+11;Товар_4674;Российская электроника;12.07.2021;2001719.017614264;26.05.2021;nn-517/15;4.686610949;2016.47;10.0;226.66;2273.54
4580;2,00153E+11;Товар_1269;ГК Агропромкомплектация;29.10.2021;2000026.597596171;27.09.2021;nn-518/15;7.615671972;349.41;10.0;85.95;396.36
2999;2,00271E+11;Товар_1411;СК Согласие;05.08.2021;2001552.025540203;18.09.2021;nn-519/15;1.627055869;555.79;10.0;51.95;610.2
3139;2,00476E+11;Товар_3129;ГМК Сплав;12.07.2021;2076204.8542156755;05.06.2021;nn-520/15;1.257547549;506.62;10.0;143.42;602.42
2082;2,01049E+11;Товар_3799;Селезнева Групп;16.02.2021;5221636.003444836;06.04.2021;nn-521/15;14.745648651;349.11;20.0;54.05;407.89
2338;2,00232E+11;Товар_2317;Группа Агат;25.11.2020;2000291.30465124;03.12.2020;nn-522/15;9.600199484;43.2;10.0;янв.57;46.42
3384;2,00178E+11;Товар_1667;ИП «Шарапов, Ковалева и Воробьева»;20.08.2021;2000066.397482504;09.06.2021;nn-523/15;2.573929193;263.26;20.0;29.95;304.66
3955;2,00253E+11;Товар_4044;Энергосбытовая компания Восток;19.11.2021;2000310.3200672253;01.11.2021;nn-524/15;2.535613951;789.46;10.0;89.75;895.95
2204;2,01131E+11;Товар_4542;АО «Королев Петухов»;19.05.2021;5391417.157963211;16.06.2021;nn-525/15;8.07262201;53.23;20.0;мар.64;56.25
4187;2,00583E+11;Товар_1865;АО «Лаврентьев, Филатов и Колобов»;03.11.2021;2112738.1015251167;18.10.2021;nn-526/15;6.347758372;291.34;10.0;14.янв;307.32
4308;2,01129E+11;Товар_3963;ЗАО «Исакова-Ефремов»;15.08.2021;6671345.501840907;14.08.2021;nn-527/15;4.114453711;604.3;10.0;77.6;688.79
3419;2,00177E+11;Товар_2237;РАО «Мухин, Фокина и Овчинникова»;25.10.2021;2000279.259451098;05.11.2021;nn-528/15;6.198734797;97.24;10.0;13.35;103.04
1840;2,00272E+11;Товар_125;Нефтиса;05.04.2021;2002212.6683964091;15.05.2021;nn-529/15;2.129156202;353.53;10.0;78.03;402.0
861;2,00738E+11;Товар_2356;РАО «Соболев, Кошелева и Агафонов»;22.10.2021;2550074.2785464157;28.10.2021;nn-530/15;0.040647094;12.июл;10.0;июл.41;15.янв
4799;2,00268E+11;Товар_3236;ЗАО «Виноградов-Колесникова»;27.06.2021;2005410.117866084;19.06.2021;nn-531/15;3.319528351;59.76;10.0;19.19;68.95
903;2,00392E+11;Товар_1686;ООО «Лаврентьева-Волкова»;09.11.2021;2023210.899568568;11.10.2021;nn-532/15;0.080183049;150.84;20.0;сен.85;165.93
1554;2,00799E+11;Товар_134;ЗАО «Чернов»;12.04.2021;2323474.799284256;27.05.2021;nn-533/15;1.768905637;241.92;10.0;08.янв;265.37
3915;2,00977E+11;Товар_3840;Семенов Групп;27.10.2021;3942532.232720384;29.09.2021;nn-534/15;0.60845026;191.53;10.0;69.7;221.54
1143;2,00867E+11;Товар_3238;НПО «Маслова, Мясникова и Щукина»;06.08.2021;3981477.554567689;04.09.2021;nn-535/15;0.253635052;191.82;10.0;31.59;210.36
3278;2,00211E+11;Товар_897;ООО «Медведева, Кабанов и Абрамова»;03.11.2021;2000552.526185741;16.10.2021;nn-536/15;2.148460642;949.39;10.0;117.86;1056.57
1241;2,00295E+11;Товар_994;НПО «Гущина Архипов»;25.08.2021;2023001.9860408667;18.05.2021;nn-537/15;6.598514607;275.94;10.0;25.96;297.93
3347;2,01205E+11;Товар_2954;ЗАО «Соколова-Филиппов»;26.04.2021;8956296.351139175;03.04.2021;nn-538/15;3.564816466;392.59;10.0;авг.52;410.87
3289;2,00992E+11;Товар_3517;РАО «Самсонов, Мишин и Гаврилов»;29.11.2021;4514498.528566388;18.11.2021;nn-539/15;0.390738949;286.23;20.0;73.51;339.33
412;2,01378E+11;Товар_1323;АО «Герасимова-Веселов»;04.05.2021;9150749.284429794;21.04.2021;nn-540/15;0.150132197;584.25;10.0;27.86;639.1
1030;2,00427E+11;Товар_444;АО «Зуева, Морозова и Моисеев»;01.09.2021;2170355.1173032555;03.09.2021;nn-541/15;1.232191097;58.44;10.0;57.54;70.21
4350;2,01063E+11;Товар_1581;Ферреро Руссия (Ferrero);08.09.2021;3999186.099007615;30.07.2021;nn-542/15;5.660053993;106.62;10.0;34.91;126.31
4043;2,01491E+11;Товар_5125;АО «Исаев»;30.08.2021;16000840.8;18.09.2021;nn-543/15;5.501713722;602.73;10.0;30.46;660.9
2065;2,00618E+11;Товар_2137;ИП «Исакова-Кулакова»;27.07.2021;2338063.6831413303;07.07.2021;nn-544/15;0.108017721;122.73;10.0;68.18;140.04
3284;2,01115E+11;Товар_3483;ЗАО «Никитина»;09.06.2021;6332109.971561049;25.05.2021;nn-545/15;3.39164695;556.59;10.0;34.29;605.7
2521;2,00176E+11;Товар_3808;РАО «Галкина»;13.10.2021;2000034.526543859;11.09.2021;nn-546/15;3.887889053;115.96;10.0;23.91;128.79
2818;2,01273E+11;Товар_3295;РАО «Степанова, Николаев и Попова»;03.04.2021;6449158.921677576;26.06.2021;nn-547/15;6.797114783;567.26;10.0;80.4;653.25
154;2,01457E+11;Товар_510;ООО «Казаков, Хохлов и Кудряшов»;30.08.2021;13055410.758386048;02.07.2021;nn-548/15;0.042239102;310.42;10.0;131.27;362.86
714;2,00447E+11;Товар_1216;Росбанк (Societe General);21.09.2021;2038208.1350188055;07.10.2021;nn-549/15;1.098736314;670.67;10.0;19.16;732.45
2234;2,01136E+11;Товар_3299;НПО «Макарова Бобров»;20.08.2021;5937426.367575957;26.07.2021;nn-550/15;3.559139797;776.09;10.0;103.36;906.96
1886;2,0093E+11;Товар_2999;ОАО «Ларионова»;07.07.2021;2975416.4519983097;10.07.2021;nn-551/15;1.178094578;98.89;20.0;28.59;117.65
1680;2,00671E+11;Товар_965;Афанасьев Групп;08.09.2021;2167069.605449776;31.08.2021;nn-552/15;0.471302562;548.08;10.0;35.22;608.17
3229;2,00835E+11;Товар_121;РАО «Блинов-Журавлева»;24.10.2021;2499123.950476148;04.10.2021;nn-553/15;2.541398419;ноя.83;20.0;апр.87;дек.95
4157;2,00238E+11;Товар_1209;ОАО «Самойлова»;16.10.2021;2002420.899359284;14.10.2021;nn-554/15;0.319609461;163.75;10.0;33.3;179.63
3484;2,00228E+11;Товар_85;Авиакомпания ЮТэйр;29.07.2021;2000352.7719664408;09.07.2021;nn-555/15;1.702667147;1253.52;10.0;72.62;1391.09
2534;2,00776E+11;Товар_2678;АО «Ларионова Быков»;21.10.2021;2853712.7528802906;03.10.2021;nn-556/15;3.136855032;637.81;10.0;241.79;724.13
2017;2,0121E+11;Товар_2991;РАО «Тарасова, Исаков и Потапова»;29.04.2021;5749834.772692183;10.03.2021;nn-557/15;0.441946821;1185.28;10.0;116.3;1308.03
3019;2,00905E+11;Товар_4338;РАО «Харитонов»;18.06.2021;3216280.1413577152;15.05.2021;nn-558/15;1.11995903;743.31;10.0;136.1;867.22
3203;2,01055E+11;Товар_5335;ООО «Ильина»;06.04.2021;4930142.836341293;12.05.2021;nn-559/15;5.128689679;261.48;20.0;26.76;299.22
3399;2,00892E+11;Товар_1998;Горбачев Инкорпорэйтед;16.06.2021;2293796.13650728;22.06.2021;nn-560/15;14.317996735;296.49;10.0;28.14;328.59
2243;2,00451E+11;Товар_1585;РАО «Зыкова-Коновалов»;08.11.2021;2019305.51913337;20.09.2021;nn-561/15;0.685589393;566.99;10.0;57.04;636.59
2190;2,00295E+11;Товар_572;НПО «Фадеев»;01.11.2021;2007070.863715158;19.11.2021;nn-562/15;2.729276298;451.89;10.0;41.85;499.16
3391;2,00464E+11;Товар_2828;ООО «Петухова, Мухин и Калашникова»;12.07.2021;2128257.9019123428;29.07.2021;nn-563/15;0.614755389;582.37;10.0;80.81;656.61
3189;2,01456E+11;Товар_5638;АО «Семенов Гордеева»;19.05.2021;13648449.877062991;10.06.2021;nn-564/15;2.49751892;929.48;20.0;36.58;1026.67
3459;2,00709E+11;Товар_2039;АСЦ-Холдинг;15.08.2021;2552587.5266837347;03.06.2021;nn-565/15;3.838266984;534.64;20.0;72.16;622.47
4304;2,01106E+11;Товар_5192;НПО «Савельева»;02.10.2021;2844871.1227731;28.08.2021;nn-566/15;16.836859563;78.82;10.0;03.сен;81.0
448;2,00147E+11;Товар_156;АО «Вишняков»;28.10.2021;2000011.6646472896;06.09.2021;nn-567/15;0.119218761;395.69;;46.44;457.23
97;2,0048E+11;Товар_688;Запсибгазпром;04.07.2021;2048497.596951968;05.06.2021;nn-568/15;0.446606159;259.8;10.0;22.87;299.58
3;2,00225E+11;Товар_21;ОАО «Кошелева-Лапин»;20.08.2021;2000158.4621609976;29.08.2021;nn-569/15;0.040013326;845.51;10.0;50.67;964.81
3186;2,00207E+11;Товар_810;АО «Федосеев»;09.07.2021;2001493.2517211244;11.07.2021;nn-570/15;7.072157953;1163.61;;27.82;1301.08
4177;2,0113E+11;Товар_4322;Кононов Инк;27.06.2021;4577665.305618902;06.05.2021;nn-571/15;5.760992832;320.85;;41.92;373.02
962;2,00453E+11;Товар_1378;ООО «Прохорова»;09.10.2021;2035267.9929032945;08.11.2021;nn-572/15;0.647800177;453.19;10.0;56.55;484.68
1033;2,01276E+11;Товар_1133;Автотор холдинг;13.09.2020;5997148.973029841;16.09.2020;nn-573/15;5.426605467;394.99;20.0;59.82;467.96
2418;2,00581E+11;Товар_2904;ЗАО «Колесникова-Горшкова»;18.03.2021;2150900.574650253;20.06.2021;nn-574/15;4.744864789;13.янв;20.0;21.22;15.85
965;2,00297E+11;Товар_1388;АО «Медведев, Павлов и Журавлева»;17.12.2020;2001122.961040029;23.12.2020;nn-575/15;1.654689564;166.56;10.0;52.87;186.09
2570;2,00409E+11;Товар_4397;Метафракс;22.10.2021;2012030.5611206288;08.10.2021;nn-576/15;1.937080982;264.47;10.0;32.03;304.72
3502;2,00862E+11;Товар_2618;АО «Фокин Григорьев»;10.06.2021;2987084.9965255638;06.04.2021;nn-577/15;8.235246464;954.14;10.0;76.57;1059.88
4722;2,00621E+11;Товар_3659;НПО «Исаева Шарапов»;30.09.2021;2148457.808757999;23.08.2021;nn-578/15;17.322038363;99.85;10.0;окт.78;106.51
4908;2,00168E+11;Товар_1223;ИП «Журавлев-Лихачев»;28.11.2021;2000012.9267368987;12.11.2021;nn-579/15;13.047674407;309.49;10.0;40.97;338.3
845;2,00329E+11;Товар_1811;АО «Беляева Родионова»;21.11.2021;2000056.74206856;07.11.2021;nn-580/15;3.07882004;306.84;10.0;74.41;350.5
2433;2,00558E+11;Товар_719;ОАО «Панова-Одинцова»;26.01.2021;2149555.0786165795;28.02.2021;nn-581/15;2.78928097;605.47;10.0;144.52;697.64
1374;2,00802E+11;Товар_1180;Григорьева Инк;13.10.2021;2588651.3453313364;30.09.2021;nn-582/15;2.217146586;176.17;10.0;26.43;199.82
4940;2,01387E+11;Товар_3281;Мострансавто;17.08.2021;15675777.41978581;24.08.2021;nn-583/15;15.724142036;351.84;10.0;15.21;374.71
47;2,00212E+11;Товар_52;ОАО «Никифоров, Родионова и Сысоев»;10.04.2021;2000239.9245565173;02.05.2021;nn-584/15;0.362753427;318.51;20.0;42.44;351.73
2376;2,01071E+11;Товар_1979;ОАО «Веселова»;10.07.2021;4374841.335630084;31.08.2021;nn-585/15;1.510804454;322.73;10.0;72.63;358.1
1016;2,00685E+11;Товар_1771;ОАО «Константинов-Новикова»;11.04.2021;2301864.0196417663;18.07.2021;nn-586/15;0.06003151;884.48;10.0;88.57;984.77
4795;2,01544E+11;Товар_5607;ООО «Воробьев Сергеева»;22.07.2021;16000840.8;28.07.2021;nn-587/15;8.201372972;449.83;10.0;59.69;504.64
1679;2,00124E+11;Товар_1641;АО «Давыдов-Рогов»;02.10.2021;2000011.0750478196;15.10.2021;nn-588/15;2.46434779;917.63;10.0;67.57;1039.21
1797;2,01292E+11;Товар_4876;АО «Маслова»;26.01.2021;7223396.791036647;12.07.2021;nn-589/15;0.504667075;383.52;;25.79;441.61
4128;2,00903E+11;Товар_4229;Сетевая компания;23.11.2021;2678885.2185132373;25.11.2021;nn-590/15;7.498898026;270.44;10.0;45.76;318.08
3293;2,0051E+11;Товар_3218;Кузбасская топливная компания;03.10.2021;2052757.8612682004;02.09.2021;nn-591/15;8.677418663;1957.41;10.0;289.96;2253.75
4599;2,01227E+11;Товар_5423;АО «Сысоева Шубина»;10.11.2021;4735606.420415605;07.11.2021;nn-592/15;12.412297421;564.44;20.0;84.09;662.26
1180;2,01225E+11;Товар_2967;РАО «Воронов»;20.06.2021;9020984.285526251;08.06.2021;nn-593/15;0.208132731;24.31;10.0;май.18;26.49
3374;2,0064E+11;Товар_2656;РАО «Носов-Бирюков»;13.08.2021;2786328.107191603;31.08.2021;nn-594/15;3.407234985;426.23;10.0;23.71;454.2
4976;2,00619E+11;Товар_1711;ИП «Костин»;23.10.2021;2350576.03592816;18.11.2021;nn-595/15;3.634674398;261.73;10.0;14.июн;285.77
2165;2,01542E+11;Товар_2462;Пестов Групп;04.12.2020;16000840.8;26.03.2021;nn-596/15;0.167525062;74.84;10.0;16.91;82.03
3119;2,01038E+11;Товар_5423;ЗАО «Александрова-Михеева»;09.10.2021;2909365.644273513;22.07.2021;nn-597/15;0.874780165;189.29;10.0;52.78;223.73
3470;2,00556E+11;Товар_2368;ООО «Петухов Гордеева»;29.07.2021;2116077.265928535;06.09.2021;nn-598/15;14.117338058;1088.44;10.0;21.62;1193.98
508;2,00872E+11;Товар_2422;РАО «Прохоров, Горбунов и Исакова»;06.11.2021;2828149.8312126584;10.10.2021;nn-599/15;0.040817987;67.61;20.0;15.92;76.34
311;2,00651E+11;Товар_1284;Джонсон & Джонсон (Johnson & Johnson);15.07.2021;2198965.3023973275;04.06.2021;nn-600/15;0.225325744;299.25;10.0;39.63;316.94
2963;2,01102E+11;Товар_1163;ЗАО «Котова Богданова»;11.10.2021;4091346.8711030576;07.09.2021;nn-601/15;4.611727648;124.47;20.0;18.мар;145.37
2291;2,00474E+11;Товар_3369;ООО «Артемьев»;26.08.2021;2010585.6593829144;18.07.2021;nn-602/15;0.063537866;1326.78;10.0;56.1;1448.81
1672;2,00474E+11;Товар_3649;Брок-Инвест-Сервис и К;26.11.2021;2050255.1753901343;03.12.2021;nn-603/15;1.117821089;398.81;18.0;60.69;472.37
877;2,00566E+11;Товар_3488;АО «Королева-Блинова»;01.09.2021;2115213.546445597;08.09.2021;nn-604/15;0.041588848;69.42;20.0;42.61;82.25
4271;2,0137E+11;Товар_4332;ИП «Вишнякова Рогова»;17.06.2021;8877064.489448525;12.08.2021;nn-605/15;20.74376665;200.58;10.0;июн.81;220.87
3869;2,01465E+11;Товар_4167;ЗАО «Колобов»;16.07.2021;15896891.04564622;29.07.2021;nn-606/15;9.78582831;74.84;10.0;15.91;83.03
1055;2,00152E+11;Товар_722;Казакова Инкорпорэйтед;30.08.2021;2000035.3230503616;24.09.2021;nn-607/15;4.630792309;771.87;10.0;67.53;884.59
1226;2,01289E+11;Товар_3787;Воронова Инк;09.08.2021;6104430.479906031;23.07.2021;nn-608/15;0.82197355;249.81;10.0;33.54;276.01
93;2,0071E+11;Товар_228;РАО «Дроздова»;01.10.2020;2957212.682554046;30.06.2020;nn-609/15;1.624977479;728.1;10.0;48.64;812.81
206;2,01379E+11;Товар_1351;НПО «Дьячков Казакова»;24.02.2021;9335972.287632285;17.05.2021;nn-610/15;0.200062884;21.апр;10.0;окт.68;23.72
2325;2,00886E+11;Товар_3004;ИП «Лыткина, Горбачева и Коновалова»;05.07.2021;3821430.838076574;27.06.2021;nn-611/15;2.101952626;242.01;10.0;11.мар;256.44
2920;2,0119E+11;Товар_3621;Фадеев и партнеры;25.05.2021;5882010.635198671;02.07.2021;nn-612/15;0.546484928;257.83;10.0;21.72;290.84
222;2,00237E+11;Товар_1461;НПО «Миронов, Петухов и Громова»;18.08.2021;2000082.9987651035;31.07.2021;nn-613/15;0.041459218;678.23;20.0;32.95;764.51
1491;2,00617E+11;Товар_51;А Групп;09.08.2021;2508049.497324371;07.08.2021;nn-614/15;1.367526549;281.34;10.0;авг.95;299.32
637;2,00329E+11;Товар_2295;ЗАО «Емельянова-Козлов»;07.08.2021;2026555.0867460263;28.09.2021;nn-615/15;0.727424252;21.июл;20.0;0.21;21.44
4490;2,01222E+11;Товар_3105;ОАО «Зуев, Кондратьева и Лыткин»;03.09.2021;5178254.392905548;06.09.2021;nn-616/15;23.63430396;1475.28;10.0;70.45;1607.04
1656;2,00802E+11;Товар_2060;АО «Тетерин Морозова»;03.09.2021;2756999.141860181;01.08.2021;nn-617/15;0.681453222;36.66;20.0;24.мар;45.38
727;2,01357E+11;Товар_3935;РАО «Дмитриев»;11.08.2021;10149881.618277485;24.08.2021;nn-618/15;0.173629738;189.59;10.0;28.37;221.7
65;2,00953E+11;Товар_1128;ООО «Марков Кудряшов»;11.03.2021;3750456.66161258;05.06.2021;nn-619/15;0.378962452;345.86;20.0;57.64;405.85
4225;2,00718E+11;Товар_3495;ЗАО «Владимиров-Лобанова»;27.07.2021;2445358.74043255;14.09.2021;nn-620/15;22.493595804;896.21;20.0;22.65;962.37
2690;2,00315E+11;Товар_3778;Никифоров Лтд;16.04.2021;2000066.5239290772;16.05.2021;nn-621/15;3.479047877;249.08;20.0;сен.33;271.71
826;2,00731E+11;Товар_289;АО «Евдокимова, Овчинникова и Петухов»;27.04.2021;2307807.2173949885;18.06.2021;nn-622/15;1.517856639;257.81;10.0;10.янв;276.37
696;2,00852E+11;Товар_2951;ИП «Силина Филатов»;18.06.2021;2321116.456514017;29.06.2021;nn-623/15;0.328339052;290.95;10.0;53.66;326.38
1226;2,00789E+11;Товар_409;ИП «Бобылева»;23.06.2021;2795198.3194973366;08.06.2021;nn-624/15;1.414760606;593.92;10.0;60.55;668.14
605;2,0142E+11;Товар_2088;ОАО «Некрасов»;22.08.2021;11896798.503212934;29.08.2021;nn-625/15;0.528467901;88.98;20.0;июл.91;100.95
1972;2,00294E+11;Товар_2753;ЗАО «Гурьев, Рожков и Наумов»;30.04.2021;2005422.9226169891;03.07.2021;nn-626/15;1.459570171;222.76;10.0;46.42;244.25
1034;2,01254E+11;Товар_4590;АО «Архипов, Федорова и Русаков»;18.09.2021;6857581.907641078;24.08.2021;nn-627/15;2.501917163;1129.81;10.0;70.86;1261.36
537;2,00265E+11;Товар_1137;РАО «Носов»;15.08.2021;2000798.6191651432;04.08.2021;nn-628/15;1.298250485;348.14;10.0;24.42;389.09
1954;2,00534E+11;Товар_4411;АО «Коновалова Кононов»;02.07.2021;2166520.192242241;13.08.2021;nn-629/15;0.053791775;484.28;10.0;29.мар;514.91
3565;2,00778E+11;Товар_4995;Белоусова Лимитед;27.02.2021;2373470.221972336;01.03.2021;nn-630/15;2.444183707;533.08;10.0;июл.34;546.06
232;2,00431E+11;Товар_149;Лига ставок;27.06.2021;2020176.8098842264;10.05.2021;nn-631/15;0.042701648;328.86;10.0;21.июл;351.54
2809;2,00981E+11;Товар_1900;ИП «Крюкова, Фролова и Русаков»;14.07.2021;3883011.854204539;02.08.2021;nn-632/15;2.051361878;123.47;10.0;26.91;135.01
2785;2,01535E+11;Товар_1919;НПО «Фадеева»;10.09.2021;16000840.8;07.09.2021;nn-633/15;11.910301838;194.65;10.0;30.93;214.56
1567;2,01465E+11;Товар_4692;ОАО «Ефремова-Колесникова»;22.03.2020;13906563.456954489;24.07.2020;nn-634/15;6.613484075;143.7;10.0;21.янв;160.33
86;2,01005E+11;Товар_2712;ИП «Сысоева Игнатьева»;18.03.2021;3435721.716104571;09.03.2021;nn-635/15;0.825174862;112.2;20.0;09.янв;124.5
3917;2,00759E+11;Товар_3592;Федотов Инкорпорэйтед;05.09.2021;2621064.529760935;03.09.2021;nn-636/15;1.512694974;221.34;10.0;22.38;240.57
3578;2,01518E+11;Товар_3950;ЕАПТЕКА ООО;14.09.2021;16000840.8;12.10.2021;nn-637;5.310982965;469.39;10.0;28.15;520.16
3916;2,00904E+11;Товар_3135;ООО «Борисова, Шаров и Жукова»;31.10.2021;2772348.161233216;01.11.2021;nn-638/15;1.380946505;236.48;10.0;63.3;266.46
1980;2,0012E+11;Товар_3442;ОАО «Богданов, Громова и Доронина»;08.04.2021;2000010.429911055;24.04.2021;nn-639/15;4.151502637;275.5;20.0;18.28;315.16
2828;2,00675E+11;Товар_693;Кузьмина Групп;05.07.2021;2187578.2235444137;17.06.2021;nn-640/15;1.228332421;709.33;20.0;128.74;830.48
3497;2,01236E+11;Товар_5175;Уральские авиалинии;19.11.2021;6316596.59256266;20.11.2021;nn-641/15;6.45389026;268.23;10.0;14.93;297.18
1021;2,01095E+11;Товар_3965;ООО «Зыкова»;24.12.2020;6868044.438027855;30.10.2020;nn-642/15;2.555682474;96.35;10.0;38.01;113.06
3135;2,00162E+11;Товар_834;ООО «Григорьев-Прохорова»;13.10.2021;2000075.577711472;22.10.2021;nn-643/15;2.474494216;161.72;20.0;63.69;197.35
2996;2,00967E+11;Товар_5682;НПО «Никитин, Савельева и Жукова»;20.05.2021;4421552.242201686;26.04.2021;nn-644/15;3.483736694;228.2;10.0;43.84;253.6
3519;2,01285E+11;Товар_3817;РАО «Кудряшов Муравьев»;16.12.2020;7462476.182475131;24.02.2021;nn-645/15;10.275953102;1336.16;20.0;128.8;1533.44
1795;2,00596E+11;Товар_1338;ЗАО «Кондратьев»;21.07.2021;2062242.229855508;23.07.2021;nn-646/15;3.815822356;419.7;20.0;24.88;457.88
1184;2,01592E+11;Товар_5239;НПО «Шашков»;05.04.2021;16000840.8;01.02.2021;nn-647/15;3.890852035;241.19;10.0;15.64;263.85
4088;2,01512E+11;Товар_5391;РАО «Прохорова»;14.04.2021;16000840.8;17.02.2021;nn-648/15;2.768206262;109.64;20.0;02.июл;116.17
2013;2,01498E+11;Товар_3533;Технологии машиностроения (Техмаш);23.07.2021;16000840.8;21.06.2021;nn-649/15;1.996113938;363.35;10.0;87.15;421.39
523;2,00631E+11;Товар_2670;НПО «Мухин»;03.08.2021;2411228.341964333;09.09.2021;nn-650/15;0.227791306;121.61;20.0;59.0;147.72
3171;2,0064E+11;Товар_4073;АО «Щукин, Анисимов и Дмитриев»;11.10.2021;2473529.500537096;12.10.2021;nn-651/15;1.085342354;912.45;20.0;84.85;1030.34
1563;2,00831E+11;Товар_3349;Муравьева Инк;26.06.2021;2962119.381083931;02.07.2021;nn-652/15;0.858136024;0.52;20.0;янв.16;0.57
1479;2,01421E+11;Товар_5112;ОАО «Большаков Ковалева»;29.10.2021;13508757.363068093;23.10.2021;nn-653/15;0.07694499;126.8;10.0;дек.91;135.48
146;2,00517E+11;Товар_910;ОАО «Зуева Агафонов»;31.01.2021;2158509.319558015;12.03.2021;nn-654/15;0.051123842;дек.23;10.0;окт.17;13.95
564;2,00295E+11;Товар_884;ОАО «Шестаков»;05.07.2021;2012913.137409558;24.07.2021;nn-655/15;0.042114795;265.08;10.0;58.65;304.15
2576;2,00978E+11;Товар_2154;ОАО «Бобров-Тимофеева»;29.11.2021;2885222.068599182;26.11.2021;nn-656/15;6.98411998;256.41;10.0;ноя.87;259.79
3570;2,00902E+11;Товар_4912;ЗАО «Дементьева Дорофеева»;19.08.2021;2515734.469161693;07.07.2021;nn-657/15;5.626299833;24.74;10.0;фев.74;24.33
4972;2,01567E+11;Товар_5812;РАО «Шубина»;09.02.2021;16000840.8;08.05.2021;nn-658/15;21.461550765;823.61;10.0;26.мар;879.0
728;2,00345E+11;Товар_173;Сегежа;29.01.2021;2015346.2036466987;11.05.2021;nn-659/15;0.047106101;679.02;10.0;80.52;752.68
3666;2,01568E+11;Товар_5749;ЗАО «Дмитриева Афанасьева»;19.03.2021;16000840.8;22.08.2021;nn-660/15;5.405543009;613.94;10.0;108.37;704.16
1407;2,01198E+11;Товар_2571;Андреева Групп;15.09.2021;9784552.165226974;11.07.2021;nn-661/15;0.570151373;682.5;20.0;49.89;756.77
678;2,00853E+11;Товар_1692;Вольво Восток (AB Volvo);25.10.2020;2632033.31159261;04.02.2021;nn-662/15;0.157258996;592.43;10.0;28.81;655.69
3810;2,0025E+11;Товар_1086;АО «Блохин, Максимов и Агафонова»;01.11.2021;2000268.918520304;30.07.2021;nn-663/15;2.934590689;188.53;20.0;43.06;222.52
4356;2,00446E+11;Товар_3303;АО «Прохоров, Вишняков и Федосеева»;05.03.2021;2072048.05466374;07.05.2021;nn-664/15;8.272659278;383.4;10.0;39.87;424.67
3801;2,00455E+11;Товар_301;СОГАЗ;31.08.2021;2112799.8849175614;16.07.2021;nn-665/15;1.548051526;1772.4;20.0;56.55;1935.6
4975;2,00723E+11;Товар_3407;Сегежа;11.11.2021;2097534.260548357;19.11.2021;nn-666/15;30.727559391;1054.55;10.0;140.27;1208.84
896;2,00858E+11;Товар_913;ООО «Овчинников, Белов и Одинцов»;11.06.2021;2825495.029998364;29.07.2021;nn-667/15;1.543697119;884.01;10.0;100.8;1024.45
4681;2,01329E+11;Товар_5771;ООО «Ермакова-Макаров»;05.10.2021;9740683.284062952;16.10.2021;nn-668/15;18.785027194;2087.33;10.0;131.46;2280.65
2397;2,01261E+11;Товар_699;Фомичев Групп;06.07.2021;7986789.010302896;21.06.2021;nn-669/15;0.716426213;257.02;10.0;50.62;287.94
1806;2,00382E+11;Товар_1504;ЗАО «Фролов Большакова»;27.07.2021;2018030.951374796;08.07.2021;nn-670/15;2.846236081;535.75;10.0;21.52;584.83
4005;2,00213E+11;Товар_2775;Петропавловск;05.03.2021;2000154.338581987;15.03.2021;nn-671/15;2.245828748;174.87;20.0;13.24;202.73
3646;2,01064E+11;Товар_4057;ООО «Савельева Зыков»;14.11.2021;6075664.31098109;08.11.2021;nn-672/15;1.321715363;470.37;10.0;79.86;510.92
4933;2,00628E+11;Товар_2698;ИП «Михеев-Панова»;25.11.2021;2087878.344779823;15.11.2021;nn-673/15;5.405241893;355.75;10.0;33.69;400.21
607;2,01327E+11;Товар_124;ЗАО «Беляев-Архипов»;26.06.2021;10351298.267603422;08.07.2021;nn-674/15;0.168148978;317.08;10.0;80.18;373.07
2390;2,0123E+11;Товар_2911;ООО «Носков-Горбачев»;14.06.2021;6390243.150280765;13.07.2021;nn-675/15;3.152028366;633.89;20.0;39.44;732.21
4805;2,00982E+11;Товар_4468;ИП «Панфилов Шаров»;11.10.2021;2906528.323435409;17.10.2021;nn-676/15;33.494195588;1236.77;20.0;102.49;1406.33
4067;2,01412E+11;Товар_4645;Ферронордик машины (Ferronordic);03.09.2021;14976374.44706526;06.08.2021;nn-677/15;13.736361829;39.37;10.0;апр.78;43.63
1110;2,01292E+11;Товар_3160;Данилова Лимитед;02.06.2020;13825528.603607044;31.07.2020;nn-678/15;1.383359081;18.75;10.0;янв.26;19.38
